"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Dissolved Oxygen (%)","pH_1 (Units)","Temperature (C)","Comment","Site","Folder","Unit ID"
"12/29/2017 11:05:31","103.7","113.3","94.3","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:36","103.7","113.3","94.2","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:41","103.7","113.4","94.2","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:46","103.7","113.4","94.2","7.16","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:51","103.6","113.3","94.4","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:05:56","103.7","113.4","94","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:01","103.7","113.4","94","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:06","103.8","113.4","94.6","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:11","103.7","113.4","94.9","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:16","103.8","113.4","94.5","7.17","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:21","103.8","113.5","94.6","7.16","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:26","103.9","113.6","94","7.16","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:31","104.1","113.8","93.8","7.16","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:36","104.4","114.1","94.5","7.16","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:41","104.8","114.5","94.9","7.15","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:46","105.6","115.4","94.8","7.15","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:51","105.9","115.8","94.3","7.14","20.5","","LYON","LYON","STD"
"12/29/2017 11:06:56","106","115.9","94.3","7.15","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:01","109.1","119.3","94.4","7.13","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:06","111.9","122.3","94.2","7.12","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:11","114","124.6","93.8","7.12","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:16","116.4","127.2","94.3","7.1","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:21","121","132.3","94.8","7.09","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:26","125.1","136.7","94.8","7.07","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:31","131.5","143.7","94.3","7.04","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:36","138.7","151.6","94.1","7.03","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:41","141","154.2","93.8","7.02","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:46","149.5","163.4","94.5","7.01","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:51","157.2","171.9","94.5","7","20.5","","LYON","LYON","STD"
"12/29/2017 11:07:56","160.9","175.9","94.3","6.99","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:01","166.9","182.5","94.9","6.97","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:06","173.3","189.4","94.7","6.97","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:11","187.8","205.2","94.8","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:16","191","208.7","94.6","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:21","206.3","225.5","94.2","6.94","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:26","204","222.9","94.4","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:31","209","228.4","94.4","6.94","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:36","221.2","241.8","95","6.94","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:41","232","253.6","94.6","6.92","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:46","240.2","262.5","94.5","6.92","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:51","245.8","268.7","94.4","6.92","20.5","","LYON","LYON","STD"
"12/29/2017 11:08:56","242","264.5","94.5","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:01","253.6","277.2","94.8","6.93","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:06","260","284.1","94.7","6.93","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:11","256.7","280.5","94.2","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:16","261.8","286.1","94.5","6.94","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:21","270.6","295.8","94.7","6.94","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:26","272","297.2","94.3","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:31","272.8","298.1","93.7","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:36","277.8","303.6","93.5","6.96","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:41","279.8","305.8","94.2","6.95","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:46","280.8","306.9","94.3","6.96","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:51","277.2","302.9","94","6.97","20.5","","LYON","LYON","STD"
"12/29/2017 11:09:56","277.1","302.8","93","6.98","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:01","276.7","302.4","94.4","6.98","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:06","278.9","304.8","94.4","6.98","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:11","277.6","303.4","93.8","6.99","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:16","274.5","300","93.9","7","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:21","275.3","300.8","94.2","7.01","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:26","274.1","299.6","94","7.01","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:31","272.2","297.5","94.7","7.02","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:36","270.9","296","93.8","7.02","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:41","268.1","293","93.7","7.03","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:46","266","290.7","94","7.03","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:51","264.6","289.2","94.1","7.04","20.6","","LYON","LYON","STD"
"12/29/2017 11:10:56","261.6","285.9","94.7","7.04","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:01","259.8","283.9","94","7.05","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:06","258.9","282.9","93.9","7.06","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:11","254.5","278.2","94.2","7.06","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:16","251.4","274.7","94.1","7.06","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:21","247.8","270.8","94.7","7.07","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:26","243.6","266.2","94","7.08","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:31","240","262.2","93.6","7.09","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:36","236.5","258.4","93.4","7.1","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:41","236.6","258.5","93.6","7.09","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:46","232.9","254.5","93.9","7.1","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:51","231.2","252.6","94.3","7.11","20.6","","LYON","LYON","STD"
"12/29/2017 11:11:56","225.6","246.5","94.4","7.12","20.6","","LYON","LYON","STD"
"12/29/2017 11:12:01","222.4","243","94.1","7.12","20.6","","LYON","LYON","STD"
"12/29/2017 11:12:06","217.8","238","93.6","7.13","20.6","","LYON","LYON","STD"
